,Unnamed: 0,id,status,output,expected_output,error,code,difficulty
187,87,174,wrong_output,"231
",209566,,"
def hollow_square_laminae(n):
    if n == 1:
        return 1
    elif n == 2:
        return 2
    else:
        return hollow_square_laminae(n - 1) + hollow_square_laminae(n - 2)

print(sum(hollow_square_laminae(i) for i in range(1, 11)))
",40
188,88,175,runtime_error,,"1,13717420,8","Traceback (most recent call last):
  File ""/tmp/tmpnmydisgq/tmp.py"", line 19, in <module>
    main()
  File ""/tmp/tmpnmydisgq/tmp.py"", line 13, in main
    if f(n) / f(n - 1) == 123456789 / 987654321:
  File ""/tmp/tmpnmydisgq/tmp.py"", line 8, in f
    return 2 * f(n - 1) - f(n - 2)
  File ""/tmp/tmpnmydisgq/tmp.py"", line 8, in f
    return 2 * f(n - 1) - f(n - 2)
  File ""/tmp/tmpnmydisgq/tmp.py"", line 8, in f
    return 2 * f(n - 1) - f(n - 2)
  [Previous line repeated 994 more times]
  File ""/tmp/tmpnmydisgq/tmp.py"", line 3, in f
    if n == 0:
RecursionError: maximum recursion depth exceeded in comparison
","
def f(n):
    if n == 0:
        return 1
    elif n == 1:
        return 2
    else:
        return 2 * f(n - 1) - f(n - 2)

def main():
    n = 0
    while True:
        if f(n) / f(n - 1) == 123456789 / 987654321:
            break
        n += 1
    print(n)

if __name__ == ""__main__"":
    main()
",70
189,89,176,timeout_error,,96818198400000,TIMEOUT,"
def count_triangles(n):
    count = 0
    for a in range(1, n + 1):
        for b in range(a, n + 1):
            c = (a ** 2 + b ** 2) ** 0.5
            if c == int(c) and c <= n:
                count += 1
    return count

print(count_triangles(47547))
",70
190,90,177,wrong_output,,129325,,"
def count_integer_angled_quadrilaterals():
    count = 0
    for a in range(1, 91):
        for b in range(a, 91):
            for c in range(b, 91):
                for d in range(c, 91):
                    if a + b + c + d == 360 and a % 90 == 0 and b % 90 == 0 and c % 90 == 0 and d % 90 == 0:
                        count += 1
    return count
",80
191,91,178,timeout_error,,126461847755,TIMEOUT,"
def is_step_number(num):
    num_str = str(num)
    for i in range(1, len(num_str)):
        if abs(int(num_str[i]) - int(num_str[i-1])) != 1:
            return False
    return True

def is_pandigital(num):
    num_str = str(num)
    return set(num_str) == set('0123456789')

def count_pandigital_step_numbers(n):
    count = 0
    for i in range(1, n+1):
        if is_step_number(i) and is_pandigital(i):
            count += 1
    return count

print(count_pandigital_step_numbers(10**40))
",55
192,92,179,runtime_error,,986262,"  File ""/tmp/tmpyrafoy37/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def count_consecutive_divisors(n):
    """"""Counts the number of integers in the range 1 < n < 10^7 that have the same number of positive divisors as their consecutive number, n + 1.""""""

    # Initialize a list to store the number of divisors for each number up to n.
    divisors = [0] * (n + 1)

    # Calculate the number of divisors for each number up to n.
    for i in range(1, n + 1):
        for j in range(1, int(i ** 0.5) + 1):
            if i % j == 0:
                divisors[i] += 1
                if i // j != j:
                    divisors[i] += 1

    # Count the number of integers that have the same number of divisors as their consecutive number.
    count = 0
    for i in range(2, n + 1):
        if divisors[i] == divisors[i - 1]:
            count += 1

    return count


print(count_consecutive_divisors(10 **",25
193,93,180,runtime_error,,285196020571078987,"  File ""/tmp/tmp9x5pudq_/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
from fractions import Fraction

def f1(x, y, z):
    return x**2 + y**2 + z**2 - 35

def f2(x, y, z):
    return x*y + y*z + z*x - 35

def f3(x, y, z):
    return x*y*z - 35

def fn(x, y, z):
    return f1(x, y, z) * f2(x, y, z) * f3(x, y, z)

def golden_triples(k):
    triples = set()
    for x in range(1, k + 1):
        for y in range(x, k + 1):
            for z in range(y, k + 1):
                if fn(x, y, z) == 0:
                    triples.add((x, y, z))
    return triples

def sum_of_sums(triples):
    sums = set()
    for triple in triples:
        sums.add(sum(triple))
    ",75
194,94,181,wrong_output,"13746234145802811501267369720
",83735848679360680,,"
from math import factorial

def num_groupings(black, white):
    total = black + white
    return factorial(total) // (factorial(black) * factorial(white))

print(num_groupings(60, 40))
",70
195,95,182,wrong_output,"1922148071423
",399788195976,,"
def gcd(a, b):
    while b:
        a, b = b, a % b
    return a

def phi(n):
    result = n
    for i in range(2, int(n ** 0.5) + 1):
        if n % i == 0:
            while n % i == 0:
                n //= i
            result -= result // i
    if n > 1:
        result -= result // n
    return result

def main():
    p = 1009
    q = 3643
    n = p * q
    phi_n = phi(n)
    sum = 0
    for e in range(2, phi_n):
        if gcd(e, phi_n) == 1:
            sum += e
    print(sum)

if __name__ == ""__main__"":
    main()
",60
196,96,183,wrong_output,,48861552,,"
def max_product_of_parts(n):
    """"""
    Finds the maximum product of parts of a positive integer n.

    Args:
        n (int): A positive integer.

    Returns:
        int: The maximum product of parts of n.
    """"""

    # Initialize the maximum product to 1.
    max_product = 1

    # Iterate over all possible values of k, from 1 to n.
    for k in range(1, n + 1):
        # Calculate the product of the parts of n when divided into k equal parts.
        product = (n / k) ** k

        # Update the maximum product if necessary.
        max_product = max(max_product, product)

    # Return the maximum product.
    return max_product
",45
197,97,184,runtime_error,,1725323624056,"  File ""/tmp/tmpfu45fxfa/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def count_triangles(radius):
    """"""Counts the number of triangles that contain the origin and have all three vertices within a circle of radius 'radius'.""""""

    # Initialize the count of triangles.
    count = 0

    # Iterate over all points within the circle.
    for x in range(-radius, radius + 1):
        for y in range(-radius, radius + 1):

            # Check if the point is within the circle.
            if x**2 + y**2 <= radius**2:

                # Check if the point is the origin.
                if x == 0 and y == 0:
                    continue

                # Iterate over all other points within the circle.
                for x2 in range(-radius, radius + 1):
                    for y2 in range(-radius, radius + 1):

                        # Check if the point is within the circle.
                        if x2**2 + y2**2 <= radius**2:

                            # Check if the point is the origin.
                            if x2 == 0 and y2 == 0:
                                continue

                            # Check if the three points form a triangle.",75
198,98,185,wrong_output,"None
",4640261571849533,,"
import itertools

def check_guess(guess, secret):
    correct = 0
    for i in range(len(guess)):
        if guess[i] == secret[i]:
            correct += 1
    return correct

def solve_number_mind():
    # Generate all possible 16-digit secret sequences.
    secrets = list(itertools.permutations(range(10), 16))

    # Iterate through all possible guesses.
    for guess in itertools.permutations(range(10), 16):
        # Check if the guess matches the secret sequence.
        correct = check_guess(guess, secret)

        # If the guess is correct, return the secret sequence.
        if correct == 16:
            return secret

    # If no guess matches the secret sequence, return None.
    return None

# Solve the puzzle.
secret = solve_number_mind()

# Print the secret sequence.
print(secret)
",55
199,99,186,runtime_error,,2325629,"  File ""/tmp/tmp1ppjfqzh/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def connectedness_of_a_network(n, p):
    """"""
    Returns the number of successful calls required for 99% of the users to be connected to each other.

    Args:
        n (int): The number of users in the network.
        p (float): The probability that a call is successful.

    Returns:
        int: The number of successful calls required for 99% of the users to be connected to each other.
    """"""

    # Initialize the network.
    network = [[0 for _ in range(n)] for _ in range(n)]
    for i in range(n):
        for j in range(n):
            if i != j and random.random() < p:
                network[i][j] = 1

    # Find the connected components of the network.
    components = []
    visited = set()
    for i in range(n):
        if i not in visited:
            component = [i]
            visited.add(i)
            for j in range(n):
                if network[i][j] == 1 and j not",60
200,100,187,wrong_output,,17427258,,"
def count_semiprimes(n):
    """"""Counts the number of composite integers below n with precisely two prime factors.""""""
    # Initialize a list of prime numbers up to n.
    primes = [2]
    for i in range(3, n):
        is_prime = True
        for prime in primes:
            if i % prime == 0:
                is_prime = False
                break
        if is_prime:
            primes.append(i)

    # Initialize a list to store the number of semiprimes for each number up to n.
    semiprimes = [0] * n

    # Iterate over the prime numbers and mark their multiples as semiprimes.
    for prime in primes:
        for i in range(prime, n, prime):
            semiprimes[i] += 1

    # Return the number of semiprimes below n.
    return sum(semiprimes)
",25
201,101,188,runtime_error,,95962097,"Traceback (most recent call last):
  File ""/tmp/tmpsiieu409/tmp.py"", line 10, in <module>
    print(hyperexponentiation(1777, 1855) % 100000000)
  File ""/tmp/tmpsiieu409/tmp.py"", line 8, in hyperexponentiation
    return a * hyperexponentiation(a, k - 1)
  File ""/tmp/tmpsiieu409/tmp.py"", line 8, in hyperexponentiation
    return a * hyperexponentiation(a, k - 1)
  File ""/tmp/tmpsiieu409/tmp.py"", line 8, in hyperexponentiation
    return a * hyperexponentiation(a, k - 1)
  [Previous line repeated 995 more times]
  File ""/tmp/tmpsiieu409/tmp.py"", line 3, in hyperexponentiation
    if k == 0:
RecursionError: maximum recursion depth exceeded in comparison
","
def hyperexponentiation(a, k):
    if k == 0:
        return 1
    elif k == 1:
        return a
    else:
        return a * hyperexponentiation(a, k - 1)

print(hyperexponentiation(1777, 1855) % 100000000)
",35
202,102,189,timeout_error,,10834893628237824,TIMEOUT,"
def color_triangles(n):
    """"""
    Returns the number of distinct valid colorings for a configuration of n triangles.

    Args:
        n (int): The number of triangles in the configuration.

    Returns:
        int: The number of distinct valid colorings.
    """"""

    # Base cases
    if n == 1:
        return 3
    if n == 2:
        return 9

    # Recursive case
    return 3 * color_triangles(n - 1) + 2 * color_triangles(n - 2)

print(color_triangles(64))
",70
203,103,190,wrong_output,,371048281,,"
def max_weighted_product(m):
    """"""Returns the sum of the maximum weighted products for m = 2 to 15.""""""
    # Initialize the sum and the maximum weighted product for m = 2.
    sum = 0
    max_product = 2

    # Iterate over m from 3 to 15.
    for m in range(3, 16):
        # Calculate the maximum weighted product for the current m.
        max_product *= m / (m - 1)

        # Add the maximum weighted product to the sum.
        sum += max_product

    # Return the sum.
    return sum
",50
204,104,191,runtime_error,,1918080160,"  File ""/tmp/tmpz0_ye7kz/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def count_prize_strings(days):
  """"""Counts the number of ""prize"" strings over a given number of days.

  A ""prize"" string is a trinary string (consisting of the characters 'L', 'O', and 'A')
  that represents a student's attendance and punctuality over a period of days.
  A student is eligible for a prize if they have perfect attendance and are never late.

  Args:
    days: The number of days to consider.

  Returns:
    The number of ""prize"" strings over the given number of days.
  """"""

  # Initialize the number of ""prize"" strings to 0.
  num_prize_strings = 0

  # Iterate over all possible trinary strings of length 'days'.
  for string in itertools.product('LOA', repeat=days):
    # Check if the string represents a student who is eligible for a prize.
    if is_prize_string(string):
      # Increment the number of ""prize"" strings.
      num_prize_strings += 1

  # Return the number of ""prize"" strings.
  return num_",35
205,105,192,runtime_error,,57060635927998347,"  File ""/tmp/tmpdbwlixxj/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def best_approximations(n, d):
    if n == 1:
        return 1
    if n == 2:
        return 2
    if n == 3:
        return 3
    if n == 4:
        return 4
    if n == 5:
        return 5
    if n == 6:
        return 6
    if n == 7:
        return 7
    if n == 8:
        return 8
    if n == 9:
        return 9
    if n == 10:
        return 10
    if n == 11:
        return 11
    if n == 12:
        return 12
    if n == 13:
        return 13
    if n == 14:
        return 14
    if n == 15:
        return 15
    if n == 16:
        return 16
    if n == 17:
        return 17
    if n ==",75
206,106,193,wrong_output,"53
",684465067343069,,"
def count_squarefree(n):
    """"""Counts the number of squarefree numbers below n.""""""
    # Initialize a list of booleans to track which numbers are squarefree.
    is_squarefree = [True] * n

    # Iterate over all numbers from 2 to the square root of n.
    for i in range(2, int(n ** 0.5) + 1):
        # If i is squarefree, then mark all multiples of i as non-squarefree.
        if is_squarefree[i]:
            for j in range(i * i, n, i):
                is_squarefree[j] = False

    # Count the number of squarefree numbers.
    count = 0
    for i in range(2, n):
        if is_squarefree[i]:
            count += 1

    return count


print(count_squarefree(250))
",55
207,107,194,runtime_error,,61190912,"  File ""/tmp/tmpu54ncr4b/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def count_configurations(a, b, c):
    # Initialize the dp table
    dp = [[[0] * (c + 1) for _ in range(b + 1)] for _ in range(a + 1)]

    # Base cases
    for i in range(a + 1):
        for j in range(b + 1):
            dp[i][j][0] = 1

    # Iterate over all possible configurations
    for i in range(1, a + 1):
        for j in range(1, b + 1):
            for k in range(1, c + 1):
                # Count the number of configurations without using the current color
                dp[i][j][k] = dp[i][j][k - 1]

                # Count the number of configurations using the current color
                if i > 0:
                    dp[i][j][k] += dp[i - 1][j][k - 1]
                if j > 0:
                    dp[i][j][k] += dp[i][j - 1][",75
208,108,195,wrong_output,,75085391,,"
def count_60_degree_triangles(n):
    """"""Counts the number of 60-degree triangles with an inscribed circle of radius <= n.""""""

    # Initialize the count to 0.
    count = 0

    # Iterate over all possible values of the side length of the triangle.
    for a in range(1, n + 1):
        # Calculate the height of the triangle.
        h = a * math.sqrt(3) / 2

        # Check if the height is an integer.
        if h.is_integer():
            # Increment the count.
            count += 1

    # Return the count.
    return count
",75
209,109,196,runtime_error,,322303240771079935,"  File ""/tmp/tmpse_10hdf/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def prime_triplet_sum(n):
    """"""Return the sum of the prime numbers in the nth row of the triangle of primes.""""""
    # Initialize the triangle of primes.
    triangle = [[2]]
    for i in range(1, n):
        row = []
        for j in range(i + 1):
            if j == 0 or j == i:
                row.append(1)
            else:
                row.append(triangle[i - 1][j - 1] + triangle[i - 1][j])
        triangle.append(row)

    # Find the prime triplets in the nth row.
    prime_triplets = []
    for i in range(n):
        for j in range(i + 1):
            if triangle[n - 1][i] > 1 and triangle[n - 1][j] > 1 and triangle[n - 1][i + j] > 1:
                prime_triplets.append((triangle[n - 1][i], triangle[n - 1][j], triangle[n - 1][",65
210,110,197,runtime_error,,1.710637717,"Traceback (most recent call last):
  File ""/tmp/tmpz5853o61/tmp.py"", line 14, in <module>
    print(sum_un_un1(1012))
  File ""/tmp/tmpz5853o61/tmp.py"", line 12, in sum_un_un1
    return u(n) + u(n+1)
  File ""/tmp/tmpz5853o61/tmp.py"", line 9, in u
    return f(u(n-1))
  File ""/tmp/tmpz5853o61/tmp.py"", line 9, in u
    return f(u(n-1))
  File ""/tmp/tmpz5853o61/tmp.py"", line 9, in u
    return f(u(n-1))
  [Previous line repeated 994 more times]
  File ""/tmp/tmpz5853o61/tmp.py"", line 6, in u
    if n == 0:
RecursionError: maximum recursion depth exceeded in comparison
","
def f(x):
    return int(230.403243784-x**2) * 10**(-9)

def u(n):
    if n == 0:
        return -1
    else:
        return f(u(n-1))

def sum_un_un1(n):
    return u(n) + u(n+1)

print(sum_un_un1(1012))
",45
211,111,198,wrong_output,"0
",52374425,,"
def is_ambiguous(n, d):
    if n == 0:
        return True
    if n % d == 0:
        return False
    if n > d:
        return is_ambiguous(n % d, d) and is_ambiguous(n // d, d)
    return False

def count_ambiguous(n):
    count = 0
    for d in range(1, n + 1):
        if is_ambiguous(d, n):
            count += 1
    return count

print(count_ambiguous(108))
",80
212,112,199,wrong_output,"-7379.749999999999
",0.00396087,,"
import math

def area_uncovered(iterations):
    # Calculate the area of the initial circle
    area = math.pi

    # Calculate the area of each subsequent circle
    for i in range(1, iterations):
        area -= (math.pi / 4) * (3 ** i)

    # Return the fraction of the area that remains uncovered
    return area / math.pi

print(area_uncovered(10))
",70
213,113,200,runtime_error,,229161792008,"  File ""/tmp/tmpaqucicuc/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n ** 0.5) + 1):
        if n % i == 0:
            return False
    return True

def is_prime_proof(n):
    for i in range(10):
        if is_prime(int(str(n).replace('200', str(i)))):
            return False
    return True

def find_200th_prime_proof_sqube_with_substring_200():
    count = 0
    p = 2
    q = 3
    while count < 200:
        sqube = p ** 2 * q ** 3
        if is_prime_proof(sqube) and '200' in str(sqube):
            count += 1
        if count == 200:
            return sqube
        p += 1
        q += 2

print(find_200th_prime_proof_sqube_with_",65
214,114,201,wrong_output,,115039000,,"
def sum_unique_subsets(set):
    """"""
    Finds the sum of all integers which are the sum of exactly one of the 50-element subsets of S.

    Parameters:
    set: A set of integers.

    Returns:
    The sum of all integers which are the sum of exactly one of the 50-element subsets of S.
    """"""

    # Find all 50-element subsets of S.
    subsets = [subset for subset in itertools.combinations(set, 50)]

    # Find the sum of each subset.
    subset_sums = [sum(subset) for subset in subsets]

    # Find the unique subset sums.
    unique_subset_sums = set(subset_sums)

    # Find the sum of all unique subset sums.
    sum_of_unique_subset_sums = sum(unique_subset_sums)

    return sum_of_unique_subset_sums
",65
215,115,202,wrong_output,,1209002624,,"
def laserbeam(n):
    # Initialize the number of paths to 0
    paths = 0

    # Iterate over all possible paths
    for i in range(n):
        # Check if the path is valid
        if is_valid(i):
            # Increment the number of paths
            paths += 1

    # Return the number of paths
    return paths

# Check if the path is valid
def is_valid(path):
    # Convert the path to a string
    path_str = str(path)

    # Check if the path contains any duplicate digits
    if len(set(path_str)) != len(path_str):
        return False

    # Check if the path starts and ends with the same digit
    if path_str[0] != path_str[-1]:
        return False

    # Return True if the path is valid
    return True
",60
216,116,203,runtime_error,,34029210557338,"  File ""/tmp/tmpid00l4in/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def squarefree_binomial_coefficients(n):
  """"""Returns the sum of the distinct squarefree binomial coefficients in the first n rows of Pascal's triangle.""""""

  # Initialize the triangle.
  triangle = [[1]]
  for i in range(1, n):
    row = [1]
    for j in range(1, i):
      row.append(triangle[i - 1][j - 1] + triangle[i - 1][j])
    row.append(1)
    triangle.append(row)

  # Find the distinct squarefree binomial coefficients.
  squarefree_binomial_coefficients = set()
  for row in triangle:
    for coefficient in row:
      if is_squarefree(coefficient):
        squarefree_binomial_coefficients.add(coefficient)

  # Return the sum of the distinct squarefree binomial coefficients.
  return sum(squarefree_binomial_coefficients)


def is_squarefree(n):
  """"""Returns True if n is squarefree, False otherwise.""""""

  for i in range(2, int(n ** 0.5) + ",25
217,117,204,runtime_error,,2944730,"  File ""/tmp/tmpbg7j_eqg/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def generalized_hamming_numbers(n, limit):
    """"""Return the count of generalized Hamming numbers of type n that do not exceed limit.""""""
    # Initialize the count of generalized Hamming numbers.
    count = 1

    # Initialize the list of prime factors of n.
    prime_factors = [2, 3, 5]

    # Initialize the list of generalized Hamming numbers.
    hamming_numbers = [1]

    # Iterate over the prime factors of n.
    for prime_factor in prime_factors:
        # Initialize the list of generalized Hamming numbers that are divisible by the prime factor.
        divisible_hamming_numbers = []

        # Iterate over the generalized Hamming numbers.
        for hamming_number in hamming_numbers:
            # If the generalized Hamming number is divisible by the prime factor, add it to the list of divisible generalized Hamming numbers.
            if hamming_number % prime_factor == 0:
                divisible_hamming_numbers.append(hamming_number)

        # Iterate over the divisible generalized Hamming numbers.
        for divisible_ha",30
218,118,205,wrong_output,"0.57098
",0.5731441,,"
import random

def roll_pyramidal_dice():
  return sum([random.randint(1, 4) for _ in range(9)])

def roll_cubic_dice():
  return sum([random.randint(1, 6) for _ in range(6)])

def simulate_game(n):
  wins = 0
  for _ in range(n):
    if roll_pyramidal_dice() > roll_cubic_dice():
      wins += 1
  return wins / n

print(simulate_game(100000))
",15
219,119,206,runtime_error,,1389019170,"  File ""/tmp/tmpg4jxa4kz/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def find_concealed_square():
  """"""Finds the unique positive integer whose square has the form 1_2_3_4_5_6_7_8_9_0.""""""

  # The last digit must be 0.
  for i in range(1, 10):
    # Check if i^2 has the form 1_2_3_4_5_6_7_8_9_0.
    square = i**2
    if square % 10 == 0 and square // 10 % 10 == 9 and square // 100 % 10 == 8 and square // 1000 % 10 == 7 and square // 10000 % 10 == 6 and square // 100000 % 10 == 5 and square // 1000000 % 10 == 4 and square // 10000000 % 10 == 3 and square // 100000000 % 10 == 2 and square // ",5
220,120,207,runtime_error,,44043947822,"  File ""/tmp/tmp9aeyvpd0/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def is_perfect_partition(m):
  """"""
  Checks if a partition of the form 4t = 2t + k is perfect.

  Args:
    m: The positive integer to check.

  Returns:
    True if the partition is perfect, False otherwise.
  """"""

  # Check if m is even.
  if m % 2 == 1:
    return False

  # Check if m is divisible by 3.
  if m % 3 == 0:
    return True

  # Check if m is divisible by 5.
  if m % 5 == 0:
    return True

  # Check if m is divisible by 7.
  if m % 7 == 0:
    return True

  # Check if m is divisible by 11.
  if m % 11 == 0:
    return True

  # Check if m is divisible by 13.
  if m % 13 == 0:
    return True

  # Check if m is divisible by 17.
  if m % 17 == 0",40
221,121,208,wrong_output,,331951449665644800,,"
def robot_walks(arcs):
  """"""Returns the number of journeys of length `arcs` that return to the starting position.""""""

  # Initialize the number of journeys to 0.
  journeys = 0

  # Iterate over all possible starting directions.
  for direction in range(4):

    # Initialize the current position to (0, 0).
    x, y = 0, 0

    # Iterate over all possible sequences of left and right turns.
    for turns in itertools.product([-1, 1], repeat=arcs):

      # Update the current position.
      for turn in turns:
        x += turn
        y += turn * 1j

      # Check if the current position is the same as the starting position.
      if x == 0 and y == 0:
        # Increment the number of journeys.
        journeys += 1

  # Return the number of journeys.
  return journeys
",70
222,122,209,runtime_error,,15964587728784,"Traceback (most recent call last):
  File ""/tmp/tmp_yh5b41d/tmp.py"", line 25, in <module>
    print(count_satisfying_truth_tables(6))
  File ""/tmp/tmp_yh5b41d/tmp.py"", line 14, in count_satisfying_truth_tables
    result = eval(formula)
NameError: name 'formula' is not defined
","
def count_satisfying_truth_tables(n):
  """"""Counts the number of n-input binary truth tables that satisfy the given formula.""""""

  # Initialize the count to 0.
  count = 0

  # Iterate over all possible truth tables.
  for i in range(2**n):
    # Convert the integer i to a binary string.
    binary_string = bin(i)[2:].zfill(n)

    # Evaluate the formula for the current truth table.
    result = eval(formula)

    # If the formula evaluates to 0, increment the count.
    if result == 0:
      count += 1

  # Return the count.
  return count


# Print the number of satisfying truth tables for n = 6.
print(count_satisfying_truth_tables(6))
",60
223,123,210,timeout_error,,1598174770174689458,TIMEOUT,"
def obtuse_angled_triangles(n):
  """"""Returns the number of obtuse angled triangles with sides a, b, and c, where a + b + c = n.""""""
  count = 0
  for a in range(1, n//3 + 1):
    for b in range(a, (n - a)//2 + 1):
      c = n - a - b
      if a**2 + b**2 < c**2:
        count += 1
  return count

print(obtuse_angled_triangles(1000000000))
",70
224,124,211,runtime_error,,1922364685,"Traceback (most recent call last):
  File ""/tmp/tmpwfs2ds4m/tmp.py"", line 17, in <module>
    main()
  File ""/tmp/tmpwfs2ds4m/tmp.py"", line 14, in main
    print(sum(n for n in range(64000001) if divisor_square_sum(n).is_perfect_square()))
  File ""/tmp/tmpwfs2ds4m/tmp.py"", line 14, in <genexpr>
    print(sum(n for n in range(64000001) if divisor_square_sum(n).is_perfect_square()))
AttributeError: 'int' object has no attribute 'is_perfect_square'
","
def divisor_square_sum(n):
  """"""Returns the sum of the squares of the divisors of n.""""""
  divisors = [1]
  for i in range(2, int(n ** 0.5) + 1):
    if n % i == 0:
      divisors.append(i)
      if i != n // i:
        divisors.append(n // i)
  return sum(d * d for d in divisors)

def main():
  """"""Prints the sum of all n, between zero and 64,000,000, where sigma 2(n) is a perfect square.""""""
  print(sum(n for n in range(64000001) if divisor_square_sum(n).is_perfect_square()))

if __name__ == ""__main__"":
  main()
",50
225,125,212,wrong_output,"1563062574379275000
",328968937309,,"
def combined_volume(n):
  """"""Calculates the combined volume of the first n cuboids.""""""

  # Initialize the volume to 0.
  volume = 0

  # Iterate over the first n cuboids.
  for i in range(1, n + 1):

    # Calculate the starting coordinates and dimensions of the cuboid.
    x, y, z = i, i + 1, i + 2
    l, w, h = i + 3, i + 4, i + 5

    # Calculate the volume of the cuboid.
    cuboid_volume = l * w * h

    # Add the volume of the cuboid to the total volume.
    volume += cuboid_volume

  # Return the total volume.
  return volume


# Calculate the combined volume of the first 50,000 cuboids.
combined_volume_50000 = combined_volume(50000)

# Print the combined volume.
print(combined_volume_50000)
",70
226,126,213,runtime_error,,330.721154,"  File ""/tmp/tmpf6rhyb0f/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import random

def flea_circus(n, rings):
  """"""Simulates a flea circus with n fleas and rings rings.""""""

  # Initialize the grid with all fleas in the center.
  grid = [[0] * n for _ in range(n)]
  grid[n // 2][n // 2] = n

  # Ring the bell rings times.
  for _ in range(rings):
    # Move each flea to a random adjacent square.
    for i in range(n):
      for j in range(n):
        if grid[i][j] > 0:
          # Choose a random direction.
          direction = random.randint(0, 3)

          # Move the flea in the chosen direction.
          if direction == 0:
            i -= 1
          elif direction == 1:
            i += 1
          elif direction == 2:
            j -= 1
          else:
            j += 1

          # If the flea moved off the grid, put it back in the center.
          if i < 0 or i >= n or j < 0 or j",60
227,127,214,timeout_error,,1677366278943,TIMEOUT,"
def totient_chain_length(n):
    chain = [n]
    while n > 1:
        n = sum(prime_factors(n))
        chain.append(n)
    return len(chain)

def prime_factors(n):
    i = 2
    factors = []
    while i * i <= n:
        if n % i:
            i += 1
        else:
            n //= i
            factors.append(i)
    if n > 1:
        factors.append(n)
    return factors

def main():
    primes = [p for p in range(2, 40000000) if all(p % i for i in range(2, int(p ** 0.5) + 1))]
    chains = [p for p in primes if totient_chain_length(p) == 25]
    print(sum(chains))

if __name__ == ""__main__"":
    main()
",40
228,128,215,timeout_error,,806844323190414,TIMEOUT,"
def W(n, m):
    if n == 0 or m == 0:
        return 1
    return W(n - 1, m) + W(n, m - 1)

print(W(32, 10))
",50
229,129,216,timeout_error,,5437849,TIMEOUT,"
def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5)+1):
        if n % i == 0:
            return False
    return True

def count_primes(n):
    count = 0
    for i in range(1, n+1):
        if is_prime(2*i*i - 1):
            count += 1
    return count

print(count_primes(50000000))
",45
230,130,217,runtime_error,,6273134,"  File ""/tmp/tmp0hf4r_1o/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def balanced_numbers(n):
    """"""
    Returns the sum of all balanced numbers less than 10^n.

    Args:
        n (int): The exponent of 10.

    Returns:
        int: The sum of all balanced numbers less than 10^n.
    """"""

    # Initialize the sum to 0.
    sum = 0

    # Iterate over all numbers less than 10^n.
    for i in range(1, 10**n):
        # Check if the number is balanced.
        if is_balanced(i):
            # Add the number to the sum.
            sum += i

    # Return the sum.
    return sum


def is_balanced(n):
    """"""
    Checks if a number is balanced.

    Args:
        n (int): The number to check.

    Returns:
        bool: True if the number is balanced, False otherwise.
    """"""

    # Convert the number to a string.
    s = str(n)

    # Get the length of the string.
    l = len(s)

",70
231,131,218,no_error,"0
",0,,"
def is_perfect_right_angled_triangle(a, b, c):
    return a**2 + b**2 == c**2 and c.is_perfect_square() and gcd(a, b) == 1 and gcd(b, c) == 1

def count_perfect_right_angled_triangles(limit):
    count = 0
    for a in range(1, limit + 1):
        for b in range(a + 1, limit + 1):
            c = a**2 + b**2
            if c <= limit and is_perfect_right_angled_triangle(a, b, c):
                count += 1
    return count

print(count_perfect_right_angled_triangles(1016))
",55
232,132,219,timeout_error,,64564225042,TIMEOUT,"
def cost(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    else:
        return cost(n - 1) + cost(n - 2)

print(cost(109))
",70
